Time_Min,Voltage(V),Current(A),Resistance(Ohm),Power(kW),Temp(C),Temp_Rise(C),Calculated_Energy(kWh),Tuya_Raw_Energy(kWh)
1.25,218.4,2.87,76.1,0.6268,35.3,3.3,0.006362,0.006375
1.2667,220.1,2.8,78.61,0.6163,34.9,2.9,0.006533,0.006864
1.2833,216.6,2.88,75.21,0.6238,35.4,3.4,0.006706,0.0068
1.3,220.1,2.83,77.77,0.6229,35.4,3.4,0.006879,0.006813
1.3167,220.6,2.69,82.01,0.5934,35.7,3.7,0.007044,0.007376
1.3333,216.3,3.17,68.23,0.6857,35.6,3.6,0.007235,0.007188
1.35,219.8,3.18,69.12,0.699,35.1,3.1,0.007429,0.007779
1.3667,216.5,3.07,70.52,0.6647,35.5,3.5,0.007614,0.007693
1.3833,218.7,3.03,72.18,0.6627,35.9,3.9,0.007798,0.007811
1.4,222.1,3.09,71.88,0.6863,35.3,3.3,0.007988,0.008169
1.4167,218.3,3.11,70.19,0.6789,35.8,3.8,0.008177,0.00835
1.4333,222.0,2.98,74.5,0.6616,35.9,3.9,0.008361,0.008511
1.45,218.2,3.06,71.31,0.6677,36.1,4.1,0.008546,0.008702
1.4667,219.1,3.26,67.21,0.7143,36.0,4.0,0.008745,0.008908
1.4833,219.1,3.34,65.6,0.7318,36.1,4.1,0.008948,0.009194
1.5,218.0,3.25,67.08,0.7085,35.6,3.6,0.009145,0.009253
1.5167,220.6,3.15,70.03,0.6949,35.9,3.9,0.009338,0.009681
1.5333,219.3,3.68,59.59,0.807,35.5,3.5,0.009562,0.009715
1.55,217.1,3.36,64.61,0.7295,36.0,4.0,0.009764,0.009988
1.5667,218.1,3.34,65.3,0.7285,35.9,3.9,0.009967,0.010345
1.5833,218.0,3.42,63.74,0.7456,36.1,4.1,0.010174,0.010473
1.6,220.0,3.38,65.09,0.7436,36.4,4.4,0.01038,0.010663
1.6167,218.4,3.73,58.55,0.8146,36.6,4.6,0.010607,0.01074
1.6333,221.1,3.49,63.35,0.7716,36.6,4.6,0.010821,0.011038
1.65,220.1,3.41,64.55,0.7505,36.2,4.2,0.01103,0.011158
1.6667,219.6,3.53,62.21,0.7752,35.8,3.8,0.011245,0.011506
1.6833,218.4,3.69,59.19,0.8059,36.8,4.8,0.011469,0.011759
1.7,218.2,3.61,60.44,0.7877,36.8,4.8,0.011688,0.01177
1.7167,218.3,3.68,59.32,0.8033,36.6,4.6,0.011911,0.01217
1.7333,220.9,3.78,58.44,0.835,36.8,4.8,0.012143,0.012354
1.75,220.3,3.62,60.86,0.7975,36.9,4.9,0.012364,0.012757
1.7667,219.2,3.73,58.77,0.8176,36.8,4.8,0.012591,0.012834
1.7833,216.6,3.88,55.82,0.8404,37.1,5.1,0.012825,0.013147
1.8,222.6,4.08,54.56,0.9082,36.8,4.8,0.013077,0.013335
1.8167,222.1,3.95,56.23,0.8773,36.5,4.5,0.013321,0.013636
1.8333,215.3,3.77,57.11,0.8117,36.4,4.4,0.013546,0.013679
1.85,217.9,4.18,52.13,0.9108,37.0,5.0,0.013799,0.013959
1.8667,217.5,4.15,52.41,0.9026,37.5,5.5,0.01405,0.014232
1.8833,219.3,3.98,55.1,0.8728,37.2,5.2,0.014292,0.014721
1.9,217.3,4.15,52.36,0.9018,37.1,5.1,0.014543,0.014776
1.9167,219.7,4.28,51.33,0.9403,37.3,5.3,0.014804,0.015187
1.9333,218.9,4.13,53.0,0.9041,37.4,5.4,0.015055,0.015509
1.95,218.6,4.23,51.68,0.9247,37.1,5.1,0.015312,0.015687
1.9667,219.6,4.19,52.41,0.9201,36.9,4.9,0.015568,0.015983
1.9833,217.9,4.11,53.02,0.8956,37.9,5.9,0.015816,0.015999
2.0,219.2,4.34,50.51,0.9513,37.3,5.3,0.016081,0.016537
2.0167,216.1,4.63,46.67,1.0005,37.3,5.3,0.016359,0.016767
2.0333,218.5,4.27,51.17,0.933,37.8,5.8,0.016618,0.017019
2.05,219.2,4.49,48.82,0.9842,37.7,5.7,0.016891,0.017358
2.0667,219.6,4.5,48.8,0.9882,37.8,5.8,0.017166,0.01752
2.0833,218.8,4.61,47.46,1.0087,37.8,5.8,0.017446,0.017874
2.1,219.4,4.9,44.78,1.0751,38.4,6.4,0.017744,0.018183
2.1167,219.5,4.88,44.98,1.0712,38.3,6.3,0.018042,0.018489
2.1333,217.5,4.81,45.22,1.0462,38.4,6.4,0.018333,0.01851
2.15,219.6,4.86,45.19,1.0673,38.8,6.8,0.018629,0.019017
2.1667,219.0,5.05,43.37,1.1059,38.2,6.2,0.018936,0.019174
2.1833,216.9,4.82,45.0,1.0455,38.8,6.8,0.019227,0.01959
2.2,219.1,5.11,42.88,1.1196,39.1,7.1,0.019538,0.020034
2.2167,218.5,4.99,43.79,1.0903,38.7,6.7,0.019841,0.020075
2.2333,220.7,5.24,42.12,1.1565,38.9,6.9,0.020162,0.020516
2.25,215.4,5.36,40.19,1.1545,39.1,7.1,0.020483,0.020907
2.2667,221.0,5.17,42.75,1.1426,39.4,7.4,0.0208,0.02119
2.2833,218.3,5.3,41.19,1.157,39.1,7.1,0.021121,0.021413
2.3,220.4,5.57,39.57,1.2276,39.6,7.6,0.021462,0.021782
2.3167,221.8,5.73,38.71,1.2709,39.5,7.5,0.021815,0.022161
2.3333,219.5,5.35,41.03,1.1743,39.2,7.2,0.022142,0.022581
2.35,216.6,5.7,38.0,1.2346,40.2,8.2,0.022484,0.023091
2.3667,216.7,5.4,40.13,1.1702,39.6,7.6,0.02281,0.023163
2.3833,215.0,5.61,38.32,1.2062,39.7,7.7,0.023145,0.023788
2.4,218.4,5.54,39.42,1.2099,39.5,7.5,0.023481,0.024014
2.4167,221.7,5.73,38.69,1.2703,40.1,8.1,0.023834,0.024273
2.4333,218.0,5.9,36.95,1.2862,39.7,7.7,0.024191,0.024705
2.45,219.0,5.85,37.44,1.2811,40.3,8.3,0.024547,0.024987
2.4667,221.4,5.99,36.96,1.3262,40.0,8.0,0.024915,0.025587
2.4833,217.6,5.95,36.57,1.2947,41.1,9.1,0.025275,0.025796
2.5,220.0,6.25,35.2,1.375,40.0,8.0,0.025657,0.026182
2.5167,216.7,6.02,36.0,1.3045,40.1,8.1,0.026019,0.02655
2.5333,219.3,6.24,35.14,1.3684,40.6,8.6,0.026399,0.026847
2.55,217.9,6.06,35.96,1.3205,40.5,8.5,0.026766,0.027281
2.5667,217.4,6.26,34.73,1.3609,40.8,8.8,0.027144,0.027611
2.5833,219.5,6.32,34.73,1.3872,41.1,9.1,0.027529,0.028127
2.6,218.1,6.13,35.58,1.337,41.2,9.2,0.027901,0.028523
2.6167,218.9,6.2,35.31,1.3572,41.6,9.6,0.028278,0.028825
2.6333,219.3,6.48,33.84,1.4211,41.4,9.4,0.028672,0.029313
2.65,218.9,6.56,33.37,1.436,41.2,9.2,0.029071,0.029636
2.6667,218.3,6.79,32.15,1.4823,41.5,9.5,0.029483,0.030024
2.6833,217.3,6.78,32.05,1.4733,41.9,9.9,0.029892,0.030396
2.7,218.9,6.56,33.37,1.436,41.8,9.8,0.030291,0.030927
2.7167,218.0,6.93,31.46,1.5107,42.0,10.0,0.030711,0.031234
2.7333,219.5,7.02,31.27,1.5409,42.1,10.1,0.031139,0.03178
2.75,218.1,6.77,32.22,1.4765,42.2,10.2,0.031549,0.032178
2.7667,216.5,6.96,31.11,1.5068,42.2,10.2,0.031968,0.032538
2.7833,218.3,6.84,31.92,1.4932,41.7,9.7,0.032382,0.0331
2.8,218.5,7.18,30.43,1.5688,42.1,10.1,0.032818,0.03338
2.8167,214.9,7.09,30.31,1.5236,42.5,10.5,0.033241,0.033973
2.8333,217.8,7.12,30.59,1.5507,42.6,10.6,0.033672,0.034381
2.85,218.5,7.39,29.57,1.6147,42.5,10.5,0.034121,0.034757
2.8667,220.8,7.31,30.21,1.614,42.7,10.7,0.034569,0.035155
2.8833,215.3,7.21,29.86,1.5523,43.0,11.0,0.035,0.035564
2.9,215.5,7.21,29.89,1.5538,42.7,10.7,0.035432,0.036197
2.9167,215.8,7.25,29.77,1.5646,43.1,11.1,0.035866,0.03655
2.9333,219.6,7.57,29.01,1.6624,43.2,11.2,0.036328,0.036925
2.95,219.2,7.55,29.03,1.655,43.1,11.1,0.036788,0.03738
2.9667,217.8,7.79,27.96,1.6967,43.3,11.3,0.037259,0.038006
2.9833,218.8,7.83,27.94,1.7132,43.4,11.4,0.037735,0.038558
3.0,220.5,8.06,27.36,1.7772,43.8,11.8,0.038229,0.038881
3.0167,216.6,8.35,25.94,1.8086,43.6,11.6,0.038731,0.039436
3.0333,219.0,8.09,27.07,1.7717,43.4,11.4,0.039223,0.040034
3.05,217.9,7.98,27.31,1.7388,43.6,11.6,0.039706,0.040428
3.0667,218.4,7.89,27.68,1.7232,43.9,11.9,0.040185,0.041062
3.0833,215.7,7.87,27.41,1.6976,44.0,12.0,0.040656,0.041604
3.1,221.8,7.99,27.76,1.7722,44.4,12.4,0.041149,0.041855
3.1167,218.7,8.0,27.34,1.7496,44.0,12.0,0.041635,0.042705
3.1333,219.3,8.04,27.28,1.7632,44.9,12.9,0.042125,0.042956
3.15,217.9,8.09,26.93,1.7628,44.7,12.7,0.042614,0.043554
3.1667,216.2,8.31,26.02,1.7966,44.7,12.7,0.043113,0.043908
3.1833,217.2,8.03,27.05,1.7441,44.4,12.4,0.043598,0.044528
3.2,221.0,8.7,25.4,1.9227,44.8,12.8,0.044132,0.044968
3.2167,219.8,8.57,25.65,1.8837,44.9,12.9,0.044655,0.045534
3.2333,218.1,8.85,24.64,1.9302,45.0,13.0,0.045191,0.046107
3.25,216.7,8.67,24.99,1.8788,45.2,13.2,0.045713,0.046511
3.2667,221.0,8.59,25.73,1.8984,45.6,13.6,0.04624,0.047156
3.2833,217.7,8.55,25.46,1.8613,45.8,13.8,0.046757,0.047636
3.3,216.1,8.97,24.09,1.9384,45.5,13.5,0.047296,0.048416
3.3167,220.0,8.5,25.88,1.87,45.2,13.2,0.047815,0.048763
3.3333,219.4,8.84,24.82,1.9395,44.9,12.9,0.048354,0.049129
3.35,218.2,8.83,24.71,1.9267,45.7,13.7,0.048889,0.049845
3.3667,217.5,8.8,24.72,1.914,45.8,13.8,0.049421,0.050434
3.3833,220.3,9.12,24.16,2.0091,46.0,14.0,0.049979,0.050947
3.4,217.7,9.09,23.95,1.9789,46.3,14.3,0.050529,0.051383
3.4167,216.7,9.2,23.55,1.9936,46.1,14.1,0.051083,0.051945
3.4333,217.9,9.37,23.26,2.0417,46.9,14.9,0.05165,0.05271
3.45,216.5,9.0,24.06,1.9485,46.9,14.9,0.052191,0.053158
3.4667,217.8,9.15,23.8,1.9929,46.7,14.7,0.052744,0.053698
3.4833,217.3,9.32,23.32,2.0252,46.1,14.1,0.053307,0.054423
3.5,220.0,9.3,23.66,2.046,46.6,14.6,0.053875,0.054795
3.5167,215.7,9.66,22.33,2.0837,46.9,14.9,0.054454,0.055603
3.5333,215.5,9.49,22.71,2.0451,47.3,15.3,0.055022,0.056103
3.55,218.9,9.79,22.36,2.143,48.2,16.2,0.055618,0.056565
3.5667,216.4,9.65,22.42,2.0883,47.8,15.8,0.056198,0.057404
3.5833,216.8,9.82,22.08,2.129,47.3,15.3,0.056789,0.057722
3.6,218.7,10.02,21.83,2.1914,47.6,15.6,0.057398,0.058639
3.6167,219.4,9.93,22.09,2.1786,47.3,15.3,0.058003,0.059092
3.6333,218.5,9.91,22.05,2.1653,48.2,16.2,0.058604,0.059676
3.65,221.3,9.95,22.24,2.2019,48.2,16.2,0.059216,0.060487
3.6667,219.1,9.99,21.93,2.1888,48.7,16.7,0.059824,0.061031
3.6833,216.6,10.23,21.17,2.2158,48.4,16.4,0.06044,0.061739
3.7,219.6,9.99,21.98,2.1938,48.1,16.1,0.061049,0.062189
3.7167,220.8,10.16,21.73,2.2433,48.6,16.6,0.061672,0.062999
3.7333,218.0,10.1,21.58,2.2018,48.2,16.2,0.062284,0.063472
3.75,217.8,10.4,20.94,2.2651,49.1,17.1,0.062913,0.064151
3.7667,219.8,10.3,21.34,2.2639,48.6,16.6,0.063542,0.064661
3.7833,218.5,10.58,20.65,2.3117,48.3,16.3,0.064184,0.065472
3.8,220.5,10.38,21.24,2.2888,48.8,16.8,0.06482,0.066058
3.8167,216.2,10.36,20.87,2.2398,49.0,17.0,0.065442,0.066607
3.8333,215.4,10.4,20.71,2.2402,48.8,16.8,0.066064,0.067229
3.85,216.8,10.53,20.59,2.2829,49.0,17.0,0.066698,0.06808
3.8667,217.1,10.66,20.37,2.3143,49.4,17.4,0.067341,0.068847
3.8833,218.5,10.76,20.31,2.3511,48.9,16.9,0.067994,0.069289
3.9,217.1,10.45,20.78,2.2687,49.9,17.9,0.068624,0.069929
3.9167,216.2,10.91,19.82,2.3587,50.1,18.1,0.06928,0.07051
3.9333,218.4,10.85,20.13,2.3696,50.2,18.2,0.069938,0.071324
3.95,217.1,11.24,19.31,2.4402,50.0,18.0,0.070616,0.071752
3.9667,217.2,11.27,19.27,2.4478,49.9,17.9,0.071296,0.072854
3.9833,217.9,11.25,19.37,2.4514,49.9,17.9,0.071976,0.073458
4.0,215.9,11.02,19.59,2.3792,50.8,18.8,0.072637,0.073877
4.0167,218.4,11.26,19.4,2.4592,51.2,19.2,0.07332,0.074819
4.0333,216.4,10.92,19.82,2.3631,50.7,18.7,0.073977,0.075492
4.05,214.7,11.43,18.78,2.454,50.7,18.7,0.074659,0.076249
4.0667,220.4,11.57,19.05,2.55,50.8,18.8,0.075367,0.076984
4.0833,219.4,11.66,18.82,2.5582,51.3,19.3,0.076078,0.077682
4.1,215.5,11.34,19.0,2.4438,51.5,19.5,0.076756,0.078257
4.1167,216.8,11.51,18.84,2.4954,51.2,19.2,0.07745,0.079022
4.1333,217.7,11.41,19.08,2.484,51.5,19.5,0.07814,0.079695
4.15,218.8,11.51,19.01,2.5184,52.1,20.1,0.078839,0.080356
4.1667,218.9,11.87,18.44,2.5983,50.9,18.9,0.079561,0.081076
4.1833,218.7,11.64,18.79,2.5457,51.9,19.9,0.080268,0.081921
4.2,216.2,11.89,18.18,2.5706,51.7,19.7,0.080982,0.082479
4.2167,217.4,11.82,18.39,2.5697,52.1,20.1,0.081696,0.083257
4.2333,218.9,12.04,18.18,2.6356,52.6,20.6,0.082428,0.084148
4.25,218.5,11.99,18.22,2.6198,52.5,20.5,0.083156,0.084754
4.2667,220.1,12.21,18.03,2.6874,53.0,21.0,0.083902,0.085584
4.2833,218.1,12.12,18.0,2.6434,52.5,20.5,0.084636,0.086391
4.3,217.2,12.11,17.94,2.6303,53.2,21.2,0.085367,0.087091
4.3167,218.8,12.2,17.93,2.6694,52.8,20.8,0.086109,0.08786
4.3333,215.6,12.23,17.63,2.6368,52.9,20.9,0.086841,0.088464
4.35,215.7,12.33,17.49,2.6596,53.3,21.3,0.08758,0.089406
4.3667,217.3,12.4,17.52,2.6945,53.3,21.3,0.088328,0.089898
4.3833,217.2,12.25,17.73,2.6607,53.4,21.4,0.089067,0.090841
4.4,217.6,12.32,17.66,2.6808,53.3,21.3,0.089812,0.091501
4.4167,217.1,12.58,17.26,2.7311,53.9,21.9,0.090571,0.092449
4.4333,217.9,12.69,17.17,2.7652,53.4,21.4,0.091339,0.093072
4.45,221.7,12.42,17.85,2.7535,53.4,21.4,0.092104,0.093925
4.4667,217.0,12.64,17.17,2.7429,53.7,21.7,0.092866,0.094536
4.4833,215.3,12.6,17.09,2.7128,54.0,22.0,0.093619,0.095423
4.5,217.7,12.71,17.13,2.767,54.0,22.0,0.094388,0.096369
4.5167,217.7,12.81,16.99,2.7887,53.9,21.9,0.095162,0.097131
4.5333,217.9,12.86,16.94,2.8022,54.5,22.5,0.095941,0.097842
4.55,216.7,13.01,16.66,2.8193,54.9,22.9,0.096724,0.098752
4.5667,215.5,13.11,16.44,2.8252,54.3,22.3,0.097509,0.099392
4.5833,218.0,13.05,16.7,2.8449,54.5,22.5,0.098299,0.100383
4.6,214.3,13.15,16.3,2.818,54.8,22.8,0.099082,0.100805
4.6167,216.4,13.09,16.53,2.8327,54.8,22.8,0.099869,0.101833
4.6333,216.4,13.2,16.39,2.8565,55.6,23.6,0.100662,0.102797
4.65,219.1,13.14,16.67,2.879,54.8,22.8,0.101462,0.10341
4.6667,213.9,13.6,15.73,2.909,55.6,23.6,0.10227,0.10419
4.6833,217.0,13.41,16.18,2.91,56.0,24.0,0.103078,0.105059
4.7,218.2,13.47,16.2,2.9392,55.6,23.6,0.103895,0.10589
4.7167,217.3,13.53,16.06,2.9401,56.0,24.0,0.104711,0.106711
4.7333,217.7,13.53,16.09,2.9455,55.9,23.9,0.105529,0.107622
4.75,216.1,13.65,15.83,2.9498,55.8,23.8,0.106349,0.10852
4.7667,218.9,13.55,16.15,2.9661,56.2,24.2,0.107173,0.109189
4.7833,217.4,13.81,15.74,3.0023,56.5,24.5,0.108007,0.110283
4.8,216.1,13.77,15.69,2.9757,56.2,24.2,0.108833,0.110912
4.8167,217.6,13.77,15.8,2.9964,56.5,24.5,0.109666,0.11181
4.8333,217.6,13.83,15.73,3.0094,56.5,24.5,0.110502,0.112608
4.85,216.7,13.97,15.51,3.0273,56.5,24.5,0.111343,0.113652
4.8667,217.2,14.18,15.32,3.0799,57.0,25.0,0.112198,0.114495
4.8833,218.4,14.1,15.49,3.0794,57.6,25.6,0.113053,0.115323
4.9,218.4,14.23,15.35,3.1078,57.1,25.1,0.113917,0.116082
4.9167,214.7,14.35,14.96,3.0809,57.9,25.9,0.114773,0.117155
4.9333,217.1,14.3,15.18,3.1045,58.0,26.0,0.115635,0.117853
4.95,216.1,14.16,15.26,3.06,57.5,25.5,0.116485,0.118714
4.9667,217.2,14.41,15.07,3.1299,57.5,25.5,0.117354,0.119862
4.9833,215.1,14.23,15.12,3.0609,57.9,25.9,0.118205,0.120548
5.0,216.1,14.56,14.84,3.1464,57.6,25.6,0.119079,0.121396
5.0167,217.8,14.4,15.12,3.1363,57.8,25.8,0.11995,0.122425
5.0333,218.6,14.59,14.98,3.1894,58.2,26.2,0.120836,0.123331
5.05,216.2,14.62,14.79,3.1608,57.9,25.9,0.121714,0.123965
5.0667,216.0,14.54,14.86,3.1406,58.1,26.1,0.122586,0.125091
5.0833,215.5,14.3,15.07,3.0817,57.9,25.9,0.123442,0.125859
5.1,215.3,14.53,14.82,3.1283,58.0,26.0,0.124311,0.126628
5.1167,218.1,14.18,15.38,3.0927,57.6,25.6,0.12517,0.127618
5.1333,214.9,14.29,15.04,3.0709,57.9,25.9,0.126023,0.128503
5.15,217.7,14.65,14.86,3.1893,57.9,25.9,0.126909,0.129523
5.1667,217.6,14.67,14.83,3.1922,57.9,25.9,0.127796,0.130454
5.1833,218.0,14.77,14.76,3.2199,58.5,26.5,0.12869,0.131357
5.2,215.4,14.63,14.72,3.1513,57.7,25.7,0.129566,0.132152
5.2167,216.1,14.25,15.16,3.0794,58.3,26.3,0.130421,0.132963
5.2333,215.0,14.58,14.75,3.1347,57.9,25.9,0.131292,0.13402
5.25,217.4,14.53,14.96,3.1588,58.5,26.5,0.132169,0.134942
5.2667,219.0,14.37,15.24,3.147,57.8,25.8,0.133043,0.135702
5.2833,218.6,14.5,15.08,3.1697,57.7,25.7,0.133924,0.136647
5.3,218.2,14.58,14.97,3.1814,57.9,25.9,0.134808,0.137604
5.3167,218.7,14.39,15.2,3.1471,58.1,26.1,0.135682,0.138255
5.3333,217.3,14.56,14.92,3.1639,57.9,25.9,0.136561,0.139218
5.35,214.8,14.46,14.85,3.106,58.5,26.5,0.137423,0.140059
5.3667,218.7,14.4,15.19,3.1493,58.2,26.2,0.138298,0.141136
5.3833,216.5,14.73,14.7,3.189,57.7,25.7,0.139184,0.142052
5.4,216.5,14.62,14.81,3.1652,57.6,25.6,0.140063,0.142988
5.4167,214.9,14.59,14.73,3.1354,58.3,26.3,0.140934,0.143609
5.4333,215.3,14.43,14.92,3.1068,57.8,25.8,0.141797,0.14455
5.45,218.1,14.41,15.14,3.1428,58.1,26.1,0.14267,0.145586
5.4667,216.4,14.66,14.76,3.1724,58.1,26.1,0.143551,0.146476
5.4833,218.3,14.76,14.79,3.2221,58.5,26.5,0.144446,0.147437
5.5,214.3,14.66,14.62,3.1416,58.3,26.3,0.145319,0.148247
5.5167,216.2,14.51,14.9,3.1371,57.9,25.9,0.146191,0.149156
5.5333,214.8,14.63,14.68,3.1425,58.1,26.1,0.147063,0.149949
5.55,217.6,14.36,15.15,3.1247,58.0,26.0,0.147931,0.150824
5.5667,217.4,14.38,15.12,3.1262,58.1,26.1,0.1488,0.151667
5.5833,216.7,14.37,15.08,3.114,58.2,26.2,0.149665,0.152553
5.6,215.8,14.57,14.81,3.1442,58.9,26.9,0.150538,0.153455
5.6167,217.3,14.38,15.11,3.1248,57.8,25.8,0.151406,0.154517
5.6333,216.4,14.77,14.65,3.1962,58.1,26.1,0.152294,0.155288
5.65,219.1,14.5,15.11,3.1769,58.3,26.3,0.153176,0.15615
5.6667,218.7,14.73,14.85,3.2215,58.2,26.2,0.154071,0.157087
5.6833,215.8,14.51,14.87,3.1313,58.2,26.2,0.154941,0.158008
5.7,218.4,14.16,15.42,3.0925,58.1,26.1,0.1558,0.159024
5.7167,217.3,14.48,15.01,3.1465,58.4,26.4,0.156674,0.159846
5.7333,221.8,14.54,15.25,3.225,58.0,26.0,0.15757,0.160738
5.75,215.8,14.76,14.62,3.1852,57.8,25.8,0.158455,0.161481
5.7667,217.9,14.58,14.95,3.177,58.3,26.3,0.159337,0.162389
5.7833,218.8,14.65,14.94,3.2054,58.1,26.1,0.160228,0.163436
5.8,217.6,14.6,14.9,3.177,58.3,26.3,0.16111,0.164224
